Country Name,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Ireland,49.66944044,48.27700481,48.80412929,48.7066509,50.58003379,51.3549002,49.50678113,46.66968326,44.91053243,43.89345467,42.91782356,43.45338188,43.15775166,41.10670246,40.14347626
Israel,48.17859739,45.87749088,44.76854923,44.46930699,44.47903996,44.41343207,45.42502124,45.62531517,45.89306243,46.24262793,46.68075055,43.45933215,43.15398594,42.30863804,40.77506266
Italy,46.95704524,45.73921798,44.37495743,42.59419513,45.51523125,37.79408708,37.03885147,37.96441234,37.73052037,36.99045727,36.40953969,35.3590417,34.5409,33.96284619,34.10263191
Jamaica,16.12987238,16.90960885,15.50144992,11.62251387,12.4151218,13.31869556,11.3468515,10.78609684,9.337429585,9.54474883,8.91037356,8.778293903,8.892112644,8.804136864,10.76621937
Japan,47.51463373,47.02118942,46.49115626,45.23524607,43.62508282,39.86996609,37.67143884,51.95301062,51.04456782,50.32358524,50.00939215,49.89307624,49.59109648,49.77969752,50.17606663
Jordan,12.75673817,11.5360028,11.52199538,10.99033603,10.34674748,9.026041664,7.996983584,7.348328338,6.759992147,6.143782204,5.43550869,4.497683713,4.262344843,4.028014362,4.273693548
Kazakhstan,13.7819868,14.62941475,16.57359887,17.42436375,18.66309312,20.43322683,21.6136614,23.82885046,24.74300834,25.62445262,25.77479973,25.52411462,24.89395594,23.36835074,21.85433453
Kenya,0.96791086,0.962056265,0.853187708,0.795402544,0.791761859,1.217683947,1.651039981,1.650460107,0.920789844,0.667373725,0.576372118,0.455874112,0.391076443,0.180996552,0.150224197
Kiribati,5.122333787,4.949659711,4.749177177,4.549147035,4.243581583,4.15321199,4.063388866,8.250139209,8.180064685,8.084581868,7.503775337,5.528170636,1.810642959,1.313975108,0.574325801
"Korea, Dem. People’s Rep.",3.925151139,4.163384815,4.21416416,4.183371042,4.156086483,4.875370451,4.848953855,4.823607027,4.798386636,4.773019078,4.747720229,4.722649217,4.698132449,4.674393439,4.651415804
"Korea, Rep.",53.60932762,52.06173514,48.59520118,49.07799146,45.87605348,46.89263754,49.48818225,54.46387678,57.60147019,59.23952961,60.25590162,60.46150149,58.51125997,57.08774945,55.19696942
Kosovo,..,..,..,6.109809895,6.109809895,6.109809895,6.109809895,6.109809895,6.109809895,..,..,..,..,..,..
Kuwait,22.47801018,22.44709601,22.50845698,22.17345604,21.7469875,21.49943477,19.60404775,18.74808217,17.32500401,16.12935675,15.01963154,14.11744435,13.06031805,12.19576025,9.950046686
Kyrgyz Republic,7.910133414,7.90396525,8.265896562,8.676847842,8.950656656,9.287687968,9.39709944,9.330620372,9.01921072,9.116694672,8.738712231,8.11563304,7.674758588,6.95667696,6.416488715
Lao PDR,1.126194751,1.250256288,1.324011118,1.578129817,1.575404198,1.593804955,2.111615795,1.629184225,1.650616031,1.699585078,7.014624245,10.80461685,14.00091874,14.44330382,18.74132647
Latvia,30.06273977,28.3571901,28.5430622,32.46445466,29.54220768,29.2944156,27.29661524,26.18037775,25.11270275,24.67602042,23.04234374,20.72732832,19.84003968,17.86553973,18.41839505
Lebanon,19.26969655,18.91143612,16.30744134,15.92083177,16.79374469,17.06951679,18.24352774,19.21372284,19.3214839,18.63407643,17.63484042,16.48944619,17.23496189,17.30928198,30.23742947
Lesotho,1.503591419,1.829990871,1.925296629,2.460268894,2.703211437,2.400358778,2.059572085,1.980973738,1.892234009,1.868987281,2.429222442,2.377723969,2.316821117,1.865591855,1.867574544
Liberia,0.22527942,..,..,..,..,0.05829888,0.054600159,0.062284732,0.147057147,0.228221594,0.328441781,0.256632133,0.228663206,0.200016846,0.173392001
Libya,13.02574484,13.354815,14.01461482,14.71337659,15.45541182,16.23017164,15.20575152,17.37062234,19.9103927,16.14595687,13.13272213,12.73408361,14.74008834,17.05329068,21.83938895
Liechtenstein,58.56605327,57.98199353,57.75523182,57.41420865,56.29006981,55.4272125,55.14757604,54.80064866,54.43990779,54.04809177,50.54042961,49.68235869,48.59805532,46.34922332,43.50076993
Lithuania,27.1688196,24.13983678,24.25348657,23.95483355,23.98413765,24.52189218,24.41760739,23.58680271,24.11928665,23.11482164,22.23705291,20.88489304,19.80838977,19.16552464,18.25397344
Luxembourg,56.006184,54.77038912,54.22525392,53.40270224,53.35578687,52.28323103,53.72032859,53.11528394,53.63376643,53.68493733,50.09513756,49.12606637,48.7312966,48.85829682,48.00719761
"Macao SAR, China",39.23091317,37.94895979,36.89190651,36.13837893,35.81144085,35.3324481,34.20252436,32.45417494,31.35637253,30.26905626,28.89316322,27.51002447,26.0855904,24.31815383,23.19628467
"Macedonia, FYR",27.33263443,25.56702798,26.10538311,25.90221097,23.79314105,22.44722478,22.11119592,21.13491274,19.94896508,20.36558879,19.68712211,19.10273883,18.46406369,17.84261879,17.69983365
Madagascar,0.354849895,0.344912979,0.329731,0.503721384,0.68753791,0.688984699,0.824400548,0.90499735,0.671650047,0.636140197,0.640934966,0.634863782,0.629742489,0.613330281,0.596857521
Malawi,0.608471437,0.689001837,0.733667728,0.787778195,0.968035325,1.265872353,0.780121747,0.756615775,1.002881567,1.110092402,1.412006544,0.202501673,0.111097194,0.082293863,0.062095202
Malaysia,19.29806799,18.51681314,17.66205509,17.01383583,16.60867534,16.33750966,16.65002586,16.38810807,16.39781094,15.79493551,15.73132761,15.2685971,14.5897761,14.61275706,15.51017699
Maldives,9.73394804,9.945435113,10.14841039,10.12934549,9.830131563,9.838128961,13.59932069,8.600822001,7.784675908,6.420157225,5.991667595,5.676187792,5.52337188,5.236817136,4.941134666
Mali,0.486324816,0.507491465,0.531266135,0.593057313,0.623879948,0.585019779,0.573452832,0.580532207,0.759836512,0.673676559,0.699577114,0.766861243,0.910324836,0.967523009,1.115942312
Malta,51.64900337,51.6531047,50.99393344,49.68595358,50.99849962,56.15879159,58.50488198,59.62878431,59.51190791,55.50222651,54.59743482,54.65639368,54.12999037,53.83942603,54.58517521
Marshall Islands,8.395644005,8.559751324,10.58109613,..,..,..,..,..,..,..,..,..,4.463306741,..,..
Mauritania,1.097337211,1.291054767,1.281704522,1.309602903,1.082699689,1.215546999,2.240736062,2.123727429,1.982854893,1.944604043,1.698823494,1.368238064,1.265576094,1.22644232,1.236707217
Mauritius,26.44273813,28.80097006,29.10378332,29.254429,29.09702646,29.23727886,29.33930878,30.15697446,31.06682533,29.94349424,27.85288634,28.91762063,29.60502506,30.17175669,30.86048052
Mexico,14.35005295,15.45815598,16.89157393,17.98803653,18.04057589,17.88139877,18.02842149,16.88717761,16.97819877,16.79133189,17.03888808,15.17393558,14.94079291,16.02252836,16.14468301
"Micronesia, Fed. Sts.",9.446360637,10.43289395,11.2585267,11.72266375,8.437417206,8.276708731,8.327111928,8.368603309,8.158006485,8.118452082,8.115706791,9.688337737,6.753833582,6.51901219,6.559173599
Moldova,17.22174124,18.96448069,20.72261557,22.35371055,24.56304753,26.15562621,27.10884751,27.80072949,28.42828746,28.93908521,29.59881955,29.9971709,29.93347075,29.57382968,28.85221923
Monaco,103.3160685,101.7186409,101.5939245,100.5711242,99.82271565,98.82942668,97.62084065,118.1885367,115.6790856,118.6628264,121.0676759,123.3836349,132.7231721,128.1358498,120.9771682
Mongolia,5.238046716,5.594208204,5.846648873,6.176462905,7.627876648,7.078061636,7.628767364,7.078506114,7.1236245,6.791957751,6.279026631,6.123786948,7.808998678,8.587321545,7.441604969
Montenegro,..,..,..,27.73139646,27.2295705,28.45739357,28.01748215,27.57460841,27.31973378,27.31659275,27.10836449,26.9548106,26.23511568,24.58666174,23.54620873
Morocco,3.82025258,4.085295449,4.335984103,4.394197189,4.10154138,7.665971058,9.466632043,10.99184846,11.56866943,10.85271983,9.837027528,8.647098226,7.249058965,6.38551113,5.868371909
Mozambique,0.456471061,0.393455301,0.370487338,0.315403046,0.326316838,0.351535242,0.342823257,0.350479422,0.363570982,0.353342084,0.343269667,0.293436137,0.319178233,0.318778284,0.285891426
Myanmar,0.726167591,0.762156027,0.883790801,1.039403527,1.169568555,0.943817431,1.019497834,0.892086033,0.983561334,1.036268231,1.028164036,1.039511667,1.014540778,0.982602955,0.972644098
Namibia,6.187762691,6.412169934,6.36737095,6.839743804,6.623570948,6.643108012,6.900955433,6.956912365,7.227368314,7.178980521,7.564222279,7.922746188,7.701122568,7.524321178,7.575594434
Nauru,17.85714286,17.81120127,17.77602212,17.79711291,17.87310098,17.99640072,18.09590831,19.10507793,0,0,0,0,0,..,..
Nepal,1.333829025,1.490207279,1.651335831,1.89015045,2.357476603,2.67453783,3.040736091,3.038823791,3.114730906,3.094146637,3.007975609,2.962615029,2.956109437,2.955512512,2.961197188
Netherlands,49.81888978,48.42925579,48.26494847,46.43445123,45.31568978,44.85536367,44.16269825,43.6400571,43.34973314,42.61814631,42.77776735,42.31361855,41.12649411,41.03981114,39.87677875
New Caledonia,23.52004632,23.0764445,23.28962833,23.77023113,24.4464652,25.07360627,25.84479831,27.25240792,28.76070061,29.92103103,30.97473623,32.45649875,33.33370999,28.88205105,..
New Zealand,44.534652,44.70336038,44.12516499,41.81019526,42.08504373,41.26651754,40.9038584,43.25217498,43.01998461,42.54967618,42.07941236,40.95160914,40.51065321,40.09073943,37.76149027
Nicaragua,3.318654826,3.911633907,4.039397307,4.105884601,4.547750537,4.509149227,4.547997625,4.49452677,4.502221526,4.95225403,5.089629117,5.465604238,5.647309102,5.820699815,5.96163077
Niger,0.183508081,0.181521972,0.183133831,0.175893745,0.211752508,0.284190342,0.425110114,0.482714177,0.507641192,0.500180607,0.566992303,0.545413932,0.549920596,0.552848135,0.778058826
Nigeria,0.545595671,0.673271915,0.758912444,0.880425073,1.183594098,1.078880008,0.86973575,0.959831001,0.662283086,0.441686465,0.249953849,0.209822768,0.10387027,0.103296831,0.083076133
Northern Mariana Islands,31.84852319,33.22357687,34.72275102,36.55245984,38.58124757,40.66338447,43.0081315,45.08388117,46.85432897,..,42.81618824,42.56421645,41.12506426,40.13426737,..
Norway,50.96588906,48.92912768,47.41904139,45.5194799,43.97659355,42.12530256,39.81044174,36.68649191,33.71758362,30.76660478,27.85343277,24.35834938,21.02730749,18.16422672,15.36079932
Oman,9.751379973,9.90158285,9.929232057,10.56187131,10.44138365,11.07575517,10.910057,10.41085807,9.33568089,8.875477718,8.790080597,9.468214979,9.472433838,10.35599229,9.548942971
Pakistan,2.52704411,2.740236834,2.985953735,3.396687877,3.335590305,2.997640398,2.698981157,3.67809964,3.564193547,3.284869044,3.294848232,3.506009036,2.639672758,1.867985224,1.606811153
Palau,35.39388985,37.41116751,39.13855787,40.07334472,36.60803518,37.15450388,36.51374333,35.08504572,34.07914021,33.57444536,35.28759996,34.71797323,33.77737745,33.84066141,..
Panama,12.28553329,11.88533249,12.99298587,14.1257452,14.39627584,14.33924941,14.90213488,14.98458534,14.80329774,15.10833161,15.10440935,15.03279178,15.07169852,15.63106774,16.18236844
Papua New Guinea,1.058608918,1.046213401,1.029876246,1.009072627,0.950500999,0.905261106,0.984885196,1.311632892,1.70466975,1.788330948,1.870583606,1.843836286,1.870861557,1.893981243,1.904764025
Paraguay,4.959834702,5.006998993,5.319755108,5.526603944,5.627613128,6.610886502,6.124918701,6.32063157,5.844463586,5.860481685,6.442606846,6.768645198,5.675654063,5.194258455,5.210988106
Peru,6.227566322,6.82746636,8.04305869,8.701884543,9.156483462,10.05314653,10.73748393,12.23594691,10.75754777,10.9221949,11.32491744,10.48852904,9.790854423,9.27917114,9.67608604
Philippines,4.069882189,4.022547753,4.05946171,3.902963523,4.137583464,4.412507564,4.491522069,4.445847887,3.558645193,3.732187115,3.606157835,3.197402521,3.090076428,3.169388908,3.660427675
Poland,30.82091395,31.97925452,32.69469586,30.85354652,29.93036756,27.36937799,24.66733997,22.16172684,20.0062745,17.88212332,15.5305302,21.55454538,25.41437012,23.66024965,21.30352045
Portugal,41.6570883,40.82266492,40.2560991,40.07014948,40.016968,39.54611989,39.05482854,40.60079643,42.11486868,42.75218746,43.07458045,43.02749116,43.8209281,44.94897669,46.16129176
Puerto Rico,33.62707019,32.02252917,29.44354602,27.55883241,27.64231063,27.0451061,25.413032,24.30634852,23.9680813,22.28617658,19.10100022,17.91508877,22.37410394,22.13299406,22.18013944
Qatar,27.33935406,26.7952006,25.15315838,23.74780746,22.59808666,19.95304434,19.13603706,18.10068017,15.17130084,15.82948013,18.69610271,18.33321262,17.58699707,18.53233014,18.17835135
Romania,19.28756574,19.93455818,20.32312848,20.45166497,19.76094621,20.99247337,22.81341356,22.94116948,22.01528183,23.06217716,23.0526063,23.51979632,22.83112339,21.48252462,20.78057818
Russian Federation,24.44989762,24.96806457,26.72783161,27.92125524,30.63012951,31.58796308,31.82714123,31.71341402,31.37590993,30.8182549,29.40190522,28.18518714,26.58055768,24.70902856,22.41984106
Rwanda,0.294100247,0.29451591,0.260499649,0.262474372,0.253753294,0.244755119,0.172741121,0.335266159,0.387085114,0.369919526,0.411192923,0.40973684,0.437289016,0.146033128,0.112464787
Samoa,6.674519487,7.478808074,9.169598559,10.83760817,..,..,..,..,4.296340055,..,4.371174562,4.394072039,6.125123511,5.910951233,4.960409994
San Marino,73.25841898,72.60826841,71.89773436,71.30300958,70.91240629,70.32057911,70.17890679,66.49090258,62.86081646,59.3099289,58.59497399,58.05033588,56.95562973,50.21237864,48.18841671
Sao Tome and Principe,4.393708287,4.697651848,4.639104028,4.569813018,4.765640691,4.692797714,4.57903219,4.504341004,4.465143956,4.451901566,4.393375217,3.72958379,3.555258122,3.293736225,2.867790506
Saudi Arabia,15.59824686,15.52829848,15.90748848,16.07987801,16.07515507,15.82413259,15.80523631,15.64428577,15.18923362,16.40751724,16.50885327,16.49624792,11.76948604,11.8734002,11.26991348
Senegal,2.160488632,2.14454329,2.2357544,2.369617783,2.445087781,2.266279599,1.948155012,2.221256025,2.64672452,2.604378197,2.481254259,2.43420829,2.14452509,2.004534421,1.8553086
Serbia,..,..,29.00539546,33.80967982,36.58324033,40.4766132,41.91557649,42.39941646,42.66646785,42.00925319,41.5573039,42.61319567,40.41038957,39.44252097,38.44162446
Seychelles,25.23544292,24.66651147,24.31073111,24.11881367,23.0640538,25.16808631,24.61460424,28.64643979,24.11793666,30.39397173,22.6992469,23.4484989,22.742188,22.765676,22.1123233
Sierra Leone,0.484142712,0.486580663,0.487159666,0.491306786,0.49583736,0.503705728,0.510918076,0.519788408,0.216761216,0.241995544,0.266032013,0.231144429,0.233078435,0.234903154,0.22984807
Singapore,46.64979347,44.46619969,42.49389022,41.0684202,40.18950103,39.34049624,38.67156974,38.88617461,39.33781767,38.98943918,37.70851523,36.69203149,36.64784626,36.42284683,35.54319243
Slovak Republic,25.9756481,23.97593208,23.158325,22.17173928,21.62417587,24.26728212,23.86914932,22.58301163,20.33236904,19.52042267,17.99426627,17.82641153,16.90942179,15.93269597,15.12786593
Slovenia,40.62775366,40.84144266,49.93617652,51.06675864,51.35540583,49.94460003,48.32050572,46.13815107,44.53585231,42.915338,40.53868442,38.64036873,37.16753306,36.29681683,35.06902768
Solomon Islands,1.516557843,1.396247278,1.519012751,1.576343148,1.578656563,1.582342679,1.58580074,1.588904024,1.591542091,1.555000426,1.461386577,1.351876532,1.307549557,1.266081344,1.23536291
Somalia,0.365949277,1.016632411,0.988510737,0.960621714,0.932982296,0.90591231,0.879563483,0.854117573,0.829653612,0.72552999,0.548427049,0.487346171,0.42329217,0.366692026,0.335242446
South Africa,10.45587954,10.3045775,10.16220668,10.0285564,9.903861842,9.786081118,9.670291846,9.550562834,9.423343524,9.287549655,9.145591381,7.208052255,6.688299767,7.471447775,8.074286903
South Sudan,..,..,..,..,..,..,..,..,0.023839816,0.021054935,0.001386545,0,0,0,0
Spain,42.01625942,41.63598096,41.36975076,44.18635108,44.4154292,44.48290119,44.73272051,43.55856924,43.13318001,42.39906945,41.77488364,41.51019434,41.34944872,41.75578538,42.35542976
Sri Lanka,4.633475521,4.886796761,5.116722445,6.371432326,9.578360634,13.84124075,17.27885305,17.11553315,17.71660788,17.7621904,16.88845118,13.1863218,13.1395718,15.87172758,11.92298942
St. Kitts and Nevis,50.38485453,49.6765738,42.42146297,41.76009545,41.96301565,41.07827973,40.53087499,40.28612978,38.48770532,38.07253009,38.02932061,36.11126784,36.10041125,36.3763631,31.79985772
St. Lucia,31.99802207,30.43988743,25.88581889,23.8220311,23.79403532,23.7243556,24.19335776,22.54739156,21.70008112,20.65442496,21.07243973,19.07093248,18.61002942,19.67992054,19.96741848
St. Vincent and the Grenadines,25.26491965,19.55699123,17.522269,20.69539469,20.78837908,21.02487918,20.86474603,21.06944432,19.85363399,20.78177445,17.72555978,17.44328577,21.85776859,22.71709835,18.74264659
Sudan,2.342580859,3.182354199,3.40849194,1.843949229,1.578761001,1.069290551,1.111195535,1.100791043,1.584902537,1.375188904,1.179726966,1.12773928,1.099970738,0.307789811,0.344810614
Suriname,16.28837125,16.34441323,16.55268116,16.2454454,16.16079095,16.08773702,16.11187465,16.08604373,16.14835878,15.79885965,16.09620222,15.65617282,15.49473653,16.61508872,15.94468164
Sweden,65.56664762,64.57074641,63.26580347,62.34356716,60.9810797,60.02241783,57.79001374,55.18883493,50.41954521,47.35107901,43.69692525,40.85620473,38.99703139,36.40744953,31.55572642
Switzerland,74.37371565,73.00507564,71.50229195,69.49422345,67.12297566,65.17130538,63.14165119,66.32678317,62.66331936,61.77187819,58.79201959,56.47983677,53.15792486,49.76099697,45.86281483
Syrian Arab Republic,12.26013657,13.84417556,14.92701767,15.86882061,17.14514377,17.58281521,17.8763287,18.58887822,19.35902344,20.55694708,20.83203216,22.35722387,18.89824502,18.89334111,18.79957047
Tajikistan,3.685041832,3.728091616,4.072791237,4.088018749,..,4.092760667,3.925453861,4.646974589,4.81170902,4.861853628,4.915534113,5.196991028,5.269800765,5.3458727,5.357786209
Tanzania,0.447545724,0.395719172,0.387869443,0.391671823,0.374062248,0.389443063,0.286130317,0.387159918,0.378560377,0.338574619,0.359324024,0.325849319,0.289603483,0.265068883,0.233204728
Thailand,10.23364946,10.27405148,10.47904802,10.75217648,10.74321734,10.61104878,11.11167563,10.7726299,10.17001522,9.863745265,9.399507656,8.887184631,8.316674163,7.732574398,6.833807523
Timor-Leste,..,0.205026372,0.210495055,0.227378118,0.238789801,0.22911379,0.244965727,0.266203672,0.261988426,0.269901717,0.259345067,0.253300078,0.293284873,0.219182144,0.214397586
Togo,0.974126873,1.133267587,1.191577058,1.105543501,1.405617055,1.658772949,2.286979316,2.823059639,0.922827048,0.902387412,0.89788121,0.887937835,0.737468901,0.710414003,0.444587658
Tonga,11.29315212,12.02537354,12.94743342,13.60437842,18.14060518,20.54964487,24.79102956,29.92162465,29.76847806,28.68699618,28.58476813,29.43186997,11.34408501,12.42901734,10.26866563
Trinidad and Tobago,24.90059374,24.83380735,24.97708315,24.85091763,24.97805308,23.47135023,23.93178508,22.94361911,22.08530984,21.8788302,21.36311595,21.60514979,21.33063811,19.91571158,19.94099469
Tunisia,11.64383659,11.70912176,12.01415389,12.44722831,12.44061476,12.36474308,11.90577493,12.15137969,12.12023837,11.31612447,10.09393324,9.27843859,8.519408093,8.370324423,8.542557349
Turkey,28.99771939,28.62448535,28.54167321,27.94885282,27.38610166,26.15189234,24.84695776,23.17710246,22.40032804,20.72055432,18.58615626,17.88122693,16.26478367,14.68358357,13.9318589
Turkmenistan,8.112794745,8.078198508,8.249355041,8.372871895,8.810826375,9.407948893,9.677735677,9.870545832,10.2217522,10.57196658,10.91529183,11.21820584,11.42284067,11.64361064,11.74383811
Turks and Caicos Islands,16.70039555,15.86928663,14.85536199,13.98971567,13.38542797,12.91899441,12.55045623,12.23342701,11.93779441,..,11.40883722,12.0816721,12.15210884,11.64856286,..
Tuvalu,6.850025947,7.166990888,7.580351728,8.876034706,10.85133669,12.69159426,9.671179884,7.662101331,11.39492926,13.64320662,13.51981352,13.40234772,13.75137514,18.18016544,18.02288907
Uganda,0.213764279,0.229090751,0.259601234,0.306590471,0.365947809,0.541959335,0.532091818,0.712601453,0.964507496,1.324595836,0.867484974,0.726543087,0.835472861,0.819061066,0.887589931
Ukraine,22.57897483,23.34882194,25.71578436,24.87963714,26.59393674,27.82254394,28.52974564,28.32170762,28.26084122,27.82340614,26.86289124,26.22356898,24.67397985,21.60952334,20.14479258
United Arab Emirates,31.18282452,30.35218171,29.05464892,27.00825974,24.98426183,22.92368698,23.14950166,20.61136182,17.88830283,21.0493083,22.10545913,23.16182639,23.18450926,24.67305536,24.65916589
United Kingdom,58.53110838,57.98957916,57.73898386,56.51063582,55.66932681,54.48568794,55.08050015,53.41933571,52.77312596,52.10996911,51.66882567,51.64492534,51.12317511,50.78437447,50.94077887
United States,65.82456904,63.07443356,60.74079497,59.35053575,56.22717176,52.70149496,53.65092726,49.94603275,48.48733979,46.07566866,44.23215182,42.22425161,40.44299818,39.02363861,37.72119591
Uruguay,28.4434365,28.21071572,29.984122,30.25010133,29.62636628,28.90092375,28.62836126,28.35933632,28.5141869,28.49870511,29.76212451,30.76418609,31.66803429,32.24287436,32.33345122
Uzbekistan,6.589585964,6.647402995,6.691048116,6.764814245,6.849579716,6.676392216,6.673310284,6.594110538,6.614502389,6.631760509,6.702718703,6.662284216,8.222106257,9.092875421,10.85300108
Vanuatu,3.408505022,3.287026799,3.310914408,3.326168983,3.494320564,4.00994758,4.61524807,3.128019585,3.009373876,2.428153851,1.9589066,2.171508481,2.212478269,1.812904616,1.684528961
"Venezuela, RB",11.18424398,11.42773014,12.71103202,13.62932742,15.48062701,18.76021077,22.80521352,24.02003853,24.40016518,24.88660551,25.58703553,25.6409261,25.40317514,24.97211535,24.26626192
Vietnam,4.794177633,5.319787766,12.12160956,..,10.06822794,12.99996542,17.03148832,19.90211157,16.24734923,11.37659973,10.5648317,7.350269091,7.267097279,7.828176053,5.919500828
Virgin Islands (U.S.),63.90099211,64.31907118,65.58481209,66.51637861,67.45943129,68.50785414,69.4769565,70.44303976,71.40905708,..,..,72.16720001,72.4003425,72.39681073,..
West Bank and Gaza,7.158641381,7.076670273,7.746998394,9.424188447,8.799318351,9.296387451,9.210162214,9.303119972,8.861990509,9.157967156,9.170748971,9.129275203,8.884290098,8.71778067,9.017461939
"Yemen, Rep.",2.865896031,3.56531155,3.986597837,4.379284832,4.576103798,4.698503858,4.298547113,4.339512866,4.432044711,4.432586462,4.431960554,4.468977205,4.452432525,4.243640272,4.226431981
Zambia,0.788406254,0.774173734,0.781801788,0.785461124,0.75445074,0.721272886,0.692527287,0.671359991,0.854784967,0.600970672,0.561512611,0.763943745,0.732476733,0.721495434,0.611202557
Zimbabwe,2.302735285,2.38185415,2.480921363,2.53476962,2.556798029,2.588164705,2.566661472,2.788553922,2.690554245,2.474516477,2.050530677,2.020405053,2.137827329,2.115056482,1.892960666